[00:00:00] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 84.16;  Old Health: 20.0; Default HP: 20.0
[00:03:07] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 33.24;  Old Health: 10.0; Default HP: 10.0
[00:03:07] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 53.22;  Old Health: 10.0; Default HP: 10.0
[00:03:07] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:03:08] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 48.91;  Old Health: 10.0; Default HP: 10.0
[00:03:08] [Server thread/INFO]: [STDOUT]: minecraft:drowned; HealthFactor: 4.95; DamageFactor: 4.95; Health: 123.1;  Old Health: 20.0; Default HP: 20.0
[00:03:08] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.95; DamageFactor: 4.95; Health: 95.78;  Old Health: 16.0; Default HP: 16.0
[00:03:09] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 60.29;  Old Health: 20.0; Default HP: 20.0
[00:03:11] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.85; DamageFactor: 4.85; Health: 85.11;  Old Health: 20.0; Default HP: 20.0
[00:03:13] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:13] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 114.02;  Old Health: 20.0; Default HP: 20.0
[00:03:16] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 49.5;  Old Health: 10.0; Default HP: 10.0
[00:03:16] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 49.5;  Old Health: 10.0; Default HP: 10.0
[00:03:16] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 49.5;  Old Health: 10.0; Default HP: 10.0
[00:03:16] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.95; DamageFactor: 4.95; Health: 48.02;  Old Health: 10.0; Default HP: 10.0
[00:03:18] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 108.44;  Old Health: 20.0; Default HP: 20.0
[00:03:18] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:03:19] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 88.45;  Old Health: 20.0; Default HP: 20.0
[00:03:19] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.86; DamageFactor: 4.86; Health: 97.2;  Old Health: 20.0; Default HP: 20.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 80.0;  Old Health: 16.0; Default HP: 16.0
[00:03:25] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 121.41;  Old Health: 20.0; Default HP: 20.0
[00:03:25] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:03:25] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 74.28;  Old Health: 12.0; Default HP: 12.0
[00:03:25] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 60.0;  Old Health: 12.0; Default HP: 12.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 72.93;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 96.59;  Old Health: 20.0; Default HP: 20.0
[00:03:28] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:28] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 106.33;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 30.0;  Old Health: 6.0; Default HP: 6.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:enderman; HealthFactor: 4.95; DamageFactor: 4.95; Health: 198.0;  Old Health: 40.0; Default HP: 40.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 69.88;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 94.34;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.86; DamageFactor: 4.86; Health: 97.2;  Old Health: 20.0; Default HP: 20.0
[00:03:31] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:03:31] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:03:32] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:03:36] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:03:38] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:03:38] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:03:38] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 66.87;  Old Health: 10.0; Default HP: 10.0
[00:03:38] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:03:38] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 25.1;  Old Health: 6.0; Default HP: 6.0
[00:03:39] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 87.16;  Old Health: 20.0; Default HP: 20.0
[00:03:39] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:40] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.96; DamageFactor: 4.96; Health: 98.93;  Old Health: 20.0; Default HP: 20.0
[00:03:40] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.96; DamageFactor: 4.96; Health: 81.22;  Old Health: 20.0; Default HP: 20.0
[00:03:40] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.96; DamageFactor: 4.96; Health: 91.77;  Old Health: 20.0; Default HP: 20.0
[00:03:40] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:41] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:41] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:03:42] [Server thread/INFO]: [STDOUT]: minecraft:drowned; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:03:42] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:03:43] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 36.46;  Old Health: 6.0; Default HP: 6.0
[00:03:44] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 78.04;  Old Health: 20.0; Default HP: 20.0
[00:03:44] [Server thread/INFO]: [STDOUT]: minecraft:witch; HealthFactor: 5.0; DamageFactor: 5.0; Health: 130.0;  Old Health: 26.0; Default HP: 26.0
[00:03:44] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:03:45] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:03:45] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:03:45] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 130.9;  Old Health: 20.0; Default HP: 20.0
[00:03:45] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.95; DamageFactor: 4.95; Health: 79.2;  Old Health: 16.0; Default HP: 16.0
[00:03:45] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:03:45] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:03:45] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:03:45] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:03:49] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 46.51;  Old Health: 12.0; Default HP: 12.0
[00:03:49] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 107.63;  Old Health: 20.0; Default HP: 20.0
[00:03:49] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:49] [Server thread/INFO]: [STDOUT]: minecraft:enderman; HealthFactor: 4.85; DamageFactor: 4.85; Health: 197.71;  Old Health: 40.0; Default HP: 40.0
[00:03:49] [Server thread/INFO]: [STDOUT]: minecraft:enderman; HealthFactor: 4.85; DamageFactor: 4.85; Health: 194.0;  Old Health: 40.0; Default HP: 40.0
[00:03:49] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:49] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.85; DamageFactor: 4.85; Health: 25.66;  Old Health: 6.0; Default HP: 6.0
[00:03:50] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 72.36;  Old Health: 20.0; Default HP: 20.0
[00:03:50] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.86; DamageFactor: 4.86; Health: 97.2;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 96.4;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 117.8;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:03:52] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 30.0;  Old Health: 6.0; Default HP: 6.0
[00:03:52] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:52] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:52] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 77.9;  Old Health: 20.0; Default HP: 20.0
[00:03:52] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:53] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 22.76;  Old Health: 6.0; Default HP: 6.0
[00:03:53] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 5.0; DamageFactor: 5.0; Health: 30.0;  Old Health: 6.0; Default HP: 6.0
[00:03:54] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.86; DamageFactor: 4.86; Health: 99.8;  Old Health: 16.0; Default HP: 16.0
[00:03:56] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:03:59] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:03:59] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:02] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.96; DamageFactor: 4.96; Health: 63.82;  Old Health: 10.0; Default HP: 10.0
[00:04:02] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.96; DamageFactor: 4.96; Health: 54.32;  Old Health: 10.0; Default HP: 10.0
[00:04:03] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.96; DamageFactor: 4.96; Health: 49.6;  Old Health: 10.0; Default HP: 10.0
[00:04:03] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.96; DamageFactor: 4.96; Health: 49.6;  Old Health: 10.0; Default HP: 10.0
[00:04:03] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.96; DamageFactor: 4.96; Health: 49.6;  Old Health: 10.0; Default HP: 10.0
[00:04:03] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 4.96; DamageFactor: 4.96; Health: 38.7;  Old Health: 10.0; Default HP: 10.0
[00:04:06] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 95.71;  Old Health: 20.0; Default HP: 20.0
[00:04:06] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:07] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 128.0;  Old Health: 20.0; Default HP: 20.0
[00:04:07] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:09] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:04:09] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 123.8;  Old Health: 20.0; Default HP: 20.0
[00:04:09] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:04:09] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 123.67;  Old Health: 20.0; Default HP: 20.0
[00:04:09] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:13] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.85; DamageFactor: 4.85; Health: 92.12;  Old Health: 16.0; Default HP: 16.0
[00:04:13] [Server thread/INFO]: [STDOUT]: minecraft:enderman; HealthFactor: 4.85; DamageFactor: 4.85; Health: 194.0;  Old Health: 40.0; Default HP: 40.0
[00:04:15] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.85; DamageFactor: 4.85; Health: 77.6;  Old Health: 16.0; Default HP: 16.0
[00:04:17] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.85; DamageFactor: 4.85; Health: 113.01;  Old Health: 20.0; Default HP: 20.0
[00:04:17] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.96; DamageFactor: 4.96; Health: 99.2;  Old Health: 20.0; Default HP: 20.0
[00:04:18] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.85; DamageFactor: 4.85; Health: 77.6;  Old Health: 16.0; Default HP: 16.0
[00:04:18] [Server thread/INFO]: [STDOUT]: minecraft:slime; HealthFactor: 4.85; DamageFactor: 4.85; Health: 77.6;  Old Health: 16.0; Default HP: 20.0
[00:04:19] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:19] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 82.17;  Old Health: 20.0; Default HP: 20.0
[00:04:20] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:04:20] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 63.7;  Old Health: 10.0; Default HP: 10.0
[00:04:20] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 48.5;  Old Health: 10.0; Default HP: 10.0
[00:04:20] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 4.85; DamageFactor: 4.85; Health: 36.44;  Old Health: 10.0; Default HP: 10.0
[00:04:22] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:04:25] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.85; DamageFactor: 4.85; Health: 65.49;  Old Health: 16.0; Default HP: 16.0
[00:04:26] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:04:26] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:04:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 96.5;  Old Health: 20.0; Default HP: 20.0
[00:04:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:26] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 4.85; DamageFactor: 4.85; Health: 77.6;  Old Health: 16.0; Default HP: 16.0
[00:04:29] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:29] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 46.18;  Old Health: 12.0; Default HP: 12.0
[00:04:29] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 5.0; DamageFactor: 5.0; Health: 60.0;  Old Health: 12.0; Default HP: 12.0
[00:04:30] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:04:30] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:30] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:30] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 30.21;  Old Health: 6.0; Default HP: 6.0
[00:04:30] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:04:30] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 36.13;  Old Health: 6.0; Default HP: 6.0
[00:04:30] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 4.95; DamageFactor: 4.95; Health: 29.700000000000003;  Old Health: 6.0; Default HP: 6.0
[00:04:31] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:04:31] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:04:33] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 79.72;  Old Health: 20.0; Default HP: 20.0
[00:04:33] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:04:34] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:04:37] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:04:37] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:37] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 65.94;  Old Health: 20.0; Default HP: 20.0
[00:04:37] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 4.86; DamageFactor: 4.86; Health: 103.8;  Old Health: 20.0; Default HP: 20.0
[00:04:38] [Server thread/INFO]: [STDOUT]: minecraft:witch; HealthFactor: 4.95; DamageFactor: 4.95; Health: 128.70000000000002;  Old Health: 90.0; Default HP: 26.0
[00:04:38] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:04:38] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 5.0; DamageFactor: 5.0; Health: 100.0;  Old Health: 20.0; Default HP: 20.0
[00:04:39] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:39] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.85; DamageFactor: 4.85; Health: 69.5;  Old Health: 20.0; Default HP: 20.0
[00:04:42] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 5.0; DamageFactor: 5.0; Health: 62.72;  Old Health: 10.0; Default HP: 10.0
[00:04:42] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 5.0; DamageFactor: 5.0; Health: 50.0;  Old Health: 10.0; Default HP: 10.0
[00:04:42] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 5.0; DamageFactor: 5.0; Health: 45.57;  Old Health: 10.0; Default HP: 10.0
[00:04:42] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:42] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 4.85; DamageFactor: 4.85; Health: 97.0;  Old Health: 20.0; Default HP: 20.0
[00:04:46] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 4.95; DamageFactor: 4.95; Health: 99.0;  Old Health: 20.0; Default HP: 20.0
[00:04:47] [Server thread/INFO]: [STDOUT]: minecraft:drowned; HealthFactor: 4.95; DamageFactor: 4.95; Health: 89.46;  Old Health: 20.0; Default HP: 20.0
